TestNr.;Age;Female;Hearing;Blindfold?;ReactionTime;SoundName;SoundMood;SpeakerNr;Precision
14;21;False;6;False;17.56;Girl Scream;Negative;7;-4
14;21;False;6;False;9.554;Chatter;Neutral;5;0
14;21;False;6;False;0.808;Uprise;Positive;7;-3
14;21;False;6;False;0.122;Monster growl;Negative;7;-3
14;21;False;6;False;1.423;Skrivemaskine;Neutral;5;-4
14;21;False;6;False;11.69;Level complete;Positive;1;5
14;21;False;6;False;7.397;Weirdo scream;Negative;5;-1
14;21;False;6;False;3.659;Kuglepen;Neutral;2;2
14;21;False;6;False;12.06;Announcement;Positive;1;-4
14;21;False;6;False;1.195;Man scream;Negative;2;-4
14;21;False;6;False;12.49;HipHop beat;Neutral;2;3
14;21;False;6;False;1.210;Harp floursih;Positive;2;1
14;21;False;6;False;3.877;Glass Breaking;Negative;5;-3
14;21;False;6;False;3.234;Stikkontakt;Neutral;2;1
14;21;False;6;False;0.365;applaus;Positive;2;-5
