TestNr.;Age;Female;Hearing;Blindfold?;ReactionTime;SoundName;SoundMood;SpeakerNr;Precision
11;22;False;7;False;2.433;Man scream;Negative;2;-3
11;22;False;7;False;1.326;Chatter;Neutral;7;0
11;22;False;7;False;0.209;Announcement;Positive;7;-5
11;22;False;7;False;17.64;Girl Scream;Negative;5;-2
11;22;False;7;False;1.302;Skrivemaskine;Neutral;1;-5
11;22;False;7;False;4.645;applaus;Positive;5;1
11;22;False;7;False;5.782;Glass Breaking;Negative;2;-4
11;22;False;7;False;7.513;Kuglepen;Neutral;1;-3
11;22;False;7;False;22.05;Level complete;Positive;5;1
11;22;False;7;False;3.047;Weirdo scream;Negative;6;5
11;22;False;7;False;12.10;HipHop beat;Neutral;5;2
11;22;False;7;False;1.673;Harp floursih;Positive;2;1
11;22;False;7;False;0.905;Monster growl;Negative;2;1
11;22;False;7;False;4.397;Stikkontakt;Neutral;8;-1
11;22;False;7;False;1.956;Uprise;Positive;6;1
