TestNr.;Age;Female;Hearing;Blindfold?;ReactionTime;SoundName;SoundMood;SpeakerNr;Precision
2;25;False;7;False;3.401;Man scream;Negative;8;-3
2;25;False;7;False;0.905;Skrivemaskine;Neutral;2;-4
2;25;False;7;False;0.0;Harp floursih;Positive;2;1
2;25;False;7;False;8.240;Girl Scream;Negative;7;1
2;25;False;7;False;17.83;Kuglepen;Neutral;1;-3
2;25;False;7;False;0.239;Uprise;Positive;2;5
2;25;False;7;False;22.18;Glass Breaking;Negative;6;2
2;25;False;7;False;9.276;HipHop beat;Neutral;2;5
2;25;False;7;False;1.911;Announcement;Positive;6;2
2;25;False;7;False;21.44;Monster growl;Negative;5;-1
2;25;False;7;False;7.652;Stikkontakt;Neutral;2;3
2;25;False;7;False;2.509;Level complete;Positive;5;3
2;25;False;7;False;2.913;Weirdo scream;Negative;5;2
2;25;False;7;False;0.0;Chatter;Neutral;7;-2
2;25;False;7;False;17.51;applaus;Positive;6;-5
