TestNr.;Age;Female;Hearing;Blindfold?;ReactionTime;SoundName;SoundMood;SpeakerNr;Precision
10;25;False;7;False;3.061;Monster growl;Negative;7;0
10;25;False;7;False;8.797;Chatter;Neutral;2;5
10;25;False;7;False;9.640;Harp floursih;Positive;5;-5
10;25;False;7;False;13.98;Glass Breaking;Negative;8;4
10;25;False;7;False;2.124;Skrivemaskine;Neutral;6;-5
10;25;False;7;False;8.416;applaus;Positive;8;2
10;25;False;7;False;22.18;Girl Scream;Negative;5;0
10;25;False;7;False;6.424;Kuglepen;Neutral;8;0
10;25;False;7;False;2.336;Announcement;Positive;2;1
10;25;False;7;False;1.810;Man scream;Negative;5;-5
10;25;False;7;False;2.714;HipHop beat;Neutral;2;-4
10;25;False;7;False;1.831;Uprise;Positive;7;0
10;25;False;7;False;9.226;Weirdo scream;Negative;5;0
10;25;False;7;False;3.936;Stikkontakt;Neutral;2;1
10;25;False;7;False;16.02;Level complete;Positive;5;4
